,Unnamed: 0,paths,c,r,e,n,pattern
1612,1612,DATASET/A1/c3/r1/images/e0/c3r1e0n14.tif,3,1,0,14,geometric-quadrats
1613,1613,DATASET/A1/c3/r1/images/e0/c3r1e0n15.tif,3,1,0,15,geometric-quadrats
1614,1614,DATASET/A1/c3/r1/images/e0/c3r1e0n16.tif,3,1,0,16,geometric-quadrats
1615,1615,DATASET/A1/c3/r1/images/e0/c3r1e0n17.tif,3,1,0,17,geometric-quadrats
1616,1616,DATASET/A1/c3/r1/images/e0/c3r1e0n18.tif,3,1,0,18,geometric-quadrats
1617,1617,DATASET/A1/c3/r1/images/e0/c3r1e0n19.tif,3,1,0,19,geometric-quadrats
1618,1618,DATASET/A1/c3/r1/images/e0/c3r1e0n20.tif,3,1,0,20,geometric-quadrats
1619,1619,DATASET/A1/c3/r1/images/e0/c3r1e0n21.tif,3,1,0,21,geometric-quadrats
1620,1620,DATASET/A1/c3/r1/images/e0/c3r1e0n22.tif,3,1,0,22,geometric-quadrats
1621,1621,DATASET/A1/c3/r1/images/e0/c3r1e0n23.tif,3,1,0,23,geometric-quadrats
1622,1622,DATASET/A1/c3/r1/images/e0/c3r1e0n24.tif,3,1,0,24,geometric-quadrats
1623,1623,DATASET/A1/c3/r1/images/e0/c3r1e0n25.tif,3,1,0,25,geometric-quadrats
1624,1624,DATASET/A1/c3/r1/images/e0/c3r1e0n26.tif,3,1,0,26,geometric-quadrats
1625,1625,DATASET/A1/c3/r1/images/e0/c3r1e0n27.tif,3,1,0,27,geometric-quadrats
1626,1626,DATASET/A1/c3/r1/images/e0/c3r1e0n28.tif,3,1,0,28,geometric-quadrats
1627,1627,DATASET/A1/c3/r1/images/e0/c3r1e0n29.tif,3,1,0,29,geometric-quadrats
1628,1628,DATASET/A1/c3/r1/images/e0/c3r1e0n30.tif,3,1,0,30,geometric-quadrats
1629,1629,DATASET/A1/c3/r1/images/e0/c3r1e0n31.tif,3,1,0,31,geometric-quadrats
1630,1630,DATASET/A1/c3/r1/images/e0/c3r1e0n32.tif,3,1,0,32,geometric-quadrats
1631,1631,DATASET/A1/c3/r1/images/e0/c3r1e0n33.tif,3,1,0,33,geometric-quadrats
1632,1632,DATASET/A1/c3/r1/images/e0/c3r1e0n34.tif,3,1,0,34,geometric-quadrats
1633,1633,DATASET/A1/c3/r1/images/e0/c3r1e0n35.tif,3,1,0,35,geometric-quadrats
1634,1634,DATASET/A1/c3/r1/images/e0/c3r1e0n36.tif,3,1,0,36,geometric-quadrats
1635,1635,DATASET/A1/c3/r1/images/e0/c3r1e0n37.tif,3,1,0,37,geometric-quadrats
1636,1636,DATASET/A1/c3/r1/images/e0/c3r1e0n38.tif,3,1,0,38,geometric-quadrats
1637,1637,DATASET/A1/c3/r1/images/e0/c3r1e0n39.tif,3,1,0,39,geometric-quadrats
1638,1638,DATASET/A1/c3/r1/images/e0/c3r1e0n40.tif,3,1,0,40,geometric-quadrats
1639,1639,DATASET/A1/c3/r1/images/e0/c3r1e0n41.tif,3,1,0,41,geometric-quadrats
1640,1640,DATASET/A1/c3/r1/images/e0/c3r1e0n42.tif,3,1,0,42,geometric-quadrats
1641,1641,DATASET/A1/c3/r1/images/e0/c3r1e0n43.tif,3,1,0,43,geometric-quadrats
1642,1642,DATASET/A1/c3/r1/images/e0/c3r1e0n44.tif,3,1,0,44,geometric-quadrats
1643,1643,DATASET/A1/c3/r1/images/e0/c3r1e0n45.tif,3,1,0,45,geometric-quadrats
1644,1644,DATASET/A1/c3/r1/images/e0/c3r1e0n46.tif,3,1,0,46,geometric-quadrats
1645,1645,DATASET/A1/c3/r1/images/e0/c3r1e0n47.tif,3,1,0,47,geometric-quadrats
1646,1646,DATASET/A1/c3/r1/images/e0/c3r1e0n48.tif,3,1,0,48,geometric-quadrats
1647,1647,DATASET/A1/c3/r1/images/e0/c3r1e0n49.tif,3,1,0,49,geometric-quadrats
1648,1648,DATASET/A1/c3/r1/images/e0/c3r1e0n50.tif,3,1,0,50,geometric-quadrats
1649,1649,DATASET/A1/c3/r1/images/e1/c3r1e1n1.tif,3,1,1,1,geometric-quadrats
1650,1650,DATASET/A1/c3/r1/images/e1/c3r1e1n2.tif,3,1,1,2,geometric-quadrats
1651,1651,DATASET/A1/c3/r1/images/e1/c3r1e1n3.tif,3,1,1,3,geometric-quadrats
1652,1652,DATASET/A1/c3/r1/images/e1/c3r1e1n4.tif,3,1,1,4,geometric-quadrats
1653,1653,DATASET/A1/c3/r1/images/e1/c3r1e1n5.tif,3,1,1,5,geometric-quadrats
1654,1654,DATASET/A1/c3/r1/images/e1/c3r1e1n6.tif,3,1,1,6,geometric-quadrats
1655,1655,DATASET/A1/c3/r1/images/e1/c3r1e1n7.tif,3,1,1,7,geometric-quadrats
1656,1656,DATASET/A1/c3/r1/images/e1/c3r1e1n8.tif,3,1,1,8,geometric-quadrats
1657,1657,DATASET/A1/c3/r1/images/e1/c3r1e1n9.tif,3,1,1,9,geometric-quadrats
1658,1658,DATASET/A1/c3/r1/images/e1/c3r1e1n10.tif,3,1,1,10,geometric-quadrats
1659,1659,DATASET/A1/c3/r1/images/e1/c3r1e1n11.tif,3,1,1,11,geometric-quadrats
1660,1660,DATASET/A1/c3/r1/images/e1/c3r1e1n12.tif,3,1,1,12,geometric-quadrats
1661,1661,DATASET/A1/c3/r1/images/e1/c3r1e1n13.tif,3,1,1,13,geometric-quadrats
1662,1662,DATASET/A1/c3/r1/images/e1/c3r1e1n14.tif,3,1,1,14,geometric-quadrats
1663,1663,DATASET/A1/c3/r1/images/e1/c3r1e1n15.tif,3,1,1,15,geometric-quadrats
1664,1664,DATASET/A1/c3/r1/images/e1/c3r1e1n16.tif,3,1,1,16,geometric-quadrats
1665,1665,DATASET/A1/c3/r1/images/e1/c3r1e1n17.tif,3,1,1,17,geometric-quadrats
1666,1666,DATASET/A1/c3/r1/images/e1/c3r1e1n18.tif,3,1,1,18,geometric-quadrats
1667,1667,DATASET/A1/c3/r1/images/e1/c3r1e1n19.tif,3,1,1,19,geometric-quadrats
1668,1668,DATASET/A1/c3/r1/images/e1/c3r1e1n20.tif,3,1,1,20,geometric-quadrats
1669,1669,DATASET/A1/c3/r1/images/e1/c3r1e1n21.tif,3,1,1,21,geometric-quadrats
1670,1670,DATASET/A1/c3/r1/images/e1/c3r1e1n22.tif,3,1,1,22,geometric-quadrats
1671,1671,DATASET/A1/c3/r1/images/e1/c3r1e1n23.tif,3,1,1,23,geometric-quadrats
1672,1672,DATASET/A1/c3/r1/images/e1/c3r1e1n24.tif,3,1,1,24,geometric-quadrats
1673,1673,DATASET/A1/c3/r1/images/e1/c3r1e1n25.tif,3,1,1,25,geometric-quadrats
1674,1674,DATASET/A1/c3/r1/images/e1/c3r1e1n26.tif,3,1,1,26,geometric-quadrats
1675,1675,DATASET/A1/c3/r1/images/e1/c3r1e1n27.tif,3,1,1,27,geometric-quadrats
1676,1676,DATASET/A1/c3/r1/images/e1/c3r1e1n28.tif,3,1,1,28,geometric-quadrats
1677,1677,DATASET/A1/c3/r1/images/e1/c3r1e1n29.tif,3,1,1,29,geometric-quadrats
1678,1678,DATASET/A1/c3/r1/images/e1/c3r1e1n30.tif,3,1,1,30,geometric-quadrats
1679,1679,DATASET/A1/c3/r1/images/e1/c3r1e1n31.tif,3,1,1,31,geometric-quadrats
1680,1680,DATASET/A1/c3/r1/images/e1/c3r1e1n32.tif,3,1,1,32,geometric-quadrats
1681,1681,DATASET/A1/c3/r1/images/e1/c3r1e1n33.tif,3,1,1,33,geometric-quadrats
1682,1682,DATASET/A1/c3/r1/images/e1/c3r1e1n34.tif,3,1,1,34,geometric-quadrats
1683,1683,DATASET/A1/c3/r1/images/e1/c3r1e1n35.tif,3,1,1,35,geometric-quadrats
1684,1684,DATASET/A1/c3/r1/images/e1/c3r1e1n36.tif,3,1,1,36,geometric-quadrats
1685,1685,DATASET/A1/c3/r1/images/e1/c3r1e1n37.tif,3,1,1,37,geometric-quadrats
1686,1686,DATASET/A1/c3/r1/images/e1/c3r1e1n38.tif,3,1,1,38,geometric-quadrats
1687,1687,DATASET/A1/c3/r1/images/e1/c3r1e1n39.tif,3,1,1,39,geometric-quadrats
1688,1688,DATASET/A1/c3/r1/images/e1/c3r1e1n40.tif,3,1,1,40,geometric-quadrats
1689,1689,DATASET/A1/c3/r1/images/e1/c3r1e1n41.tif,3,1,1,41,geometric-quadrats
1690,1690,DATASET/A1/c3/r1/images/e1/c3r1e1n42.tif,3,1,1,42,geometric-quadrats
1691,1691,DATASET/A1/c3/r1/images/e1/c3r1e1n43.tif,3,1,1,43,geometric-quadrats
1692,1692,DATASET/A1/c3/r1/images/e1/c3r1e1n44.tif,3,1,1,44,geometric-quadrats
1693,1693,DATASET/A1/c3/r1/images/e1/c3r1e1n45.tif,3,1,1,45,geometric-quadrats
1694,1694,DATASET/A1/c3/r1/images/e1/c3r1e1n46.tif,3,1,1,46,geometric-quadrats
1695,1695,DATASET/A1/c3/r1/images/e1/c3r1e1n47.tif,3,1,1,47,geometric-quadrats
1696,1696,DATASET/A1/c3/r1/images/e1/c3r1e1n48.tif,3,1,1,48,geometric-quadrats
1697,1697,DATASET/A1/c3/r1/images/e1/c3r1e1n49.tif,3,1,1,49,geometric-quadrats
1698,1698,DATASET/A1/c3/r1/images/e1/c3r1e1n50.tif,3,1,1,50,geometric-quadrats
1699,1699,DATASET/A1/c3/r1/images/e2/c3r1e2n1.tif,3,1,2,1,geometric-quadrats
1700,1700,DATASET/A1/c3/r1/images/e2/c3r1e2n2.tif,3,1,2,2,geometric-quadrats
1701,1701,DATASET/A1/c3/r1/images/e2/c3r1e2n3.tif,3,1,2,3,geometric-quadrats
1702,1702,DATASET/A1/c3/r1/images/e2/c3r1e2n4.tif,3,1,2,4,geometric-quadrats
1703,1703,DATASET/A1/c3/r1/images/e2/c3r1e2n5.tif,3,1,2,5,geometric-quadrats
1704,1704,DATASET/A1/c3/r1/images/e2/c3r1e2n6.tif,3,1,2,6,geometric-quadrats
1705,1705,DATASET/A1/c3/r1/images/e2/c3r1e2n7.tif,3,1,2,7,geometric-quadrats
1706,1706,DATASET/A1/c3/r1/images/e2/c3r1e2n8.tif,3,1,2,8,geometric-quadrats
1707,1707,DATASET/A1/c3/r1/images/e2/c3r1e2n9.tif,3,1,2,9,geometric-quadrats
1708,1708,DATASET/A1/c3/r1/images/e2/c3r1e2n10.tif,3,1,2,10,geometric-quadrats
1709,1709,DATASET/A1/c3/r1/images/e2/c3r1e2n11.tif,3,1,2,11,geometric-quadrats
1710,1710,DATASET/A1/c3/r1/images/e2/c3r1e2n12.tif,3,1,2,12,geometric-quadrats
1711,1711,DATASET/A1/c3/r1/images/e2/c3r1e2n13.tif,3,1,2,13,geometric-quadrats
1712,1712,DATASET/A1/c3/r1/images/e2/c3r1e2n14.tif,3,1,2,14,geometric-quadrats
1713,1713,DATASET/A1/c3/r1/images/e2/c3r1e2n15.tif,3,1,2,15,geometric-quadrats
1714,1714,DATASET/A1/c3/r1/images/e2/c3r1e2n16.tif,3,1,2,16,geometric-quadrats
1715,1715,DATASET/A1/c3/r1/images/e2/c3r1e2n17.tif,3,1,2,17,geometric-quadrats
1716,1716,DATASET/A1/c3/r1/images/e2/c3r1e2n18.tif,3,1,2,18,geometric-quadrats
1717,1717,DATASET/A1/c3/r1/images/e2/c3r1e2n19.tif,3,1,2,19,geometric-quadrats
1718,1718,DATASET/A1/c3/r1/images/e2/c3r1e2n20.tif,3,1,2,20,geometric-quadrats
1719,1719,DATASET/A1/c3/r1/images/e2/c3r1e2n21.tif,3,1,2,21,geometric-quadrats
1720,1720,DATASET/A1/c3/r1/images/e2/c3r1e2n22.tif,3,1,2,22,geometric-quadrats
1721,1721,DATASET/A1/c3/r1/images/e2/c3r1e2n23.tif,3,1,2,23,geometric-quadrats
1722,1722,DATASET/A1/c3/r1/images/e2/c3r1e2n24.tif,3,1,2,24,geometric-quadrats
1723,1723,DATASET/A1/c3/r1/images/e2/c3r1e2n25.tif,3,1,2,25,geometric-quadrats
1724,1724,DATASET/A1/c3/r1/images/e2/c3r1e2n26.tif,3,1,2,26,geometric-quadrats
1725,1725,DATASET/A1/c3/r1/images/e2/c3r1e2n27.tif,3,1,2,27,geometric-quadrats
1726,1726,DATASET/A1/c3/r1/images/e2/c3r1e2n28.tif,3,1,2,28,geometric-quadrats
1727,1727,DATASET/A1/c3/r1/images/e2/c3r1e2n29.tif,3,1,2,29,geometric-quadrats
1728,1728,DATASET/A1/c3/r1/images/e2/c3r1e2n30.tif,3,1,2,30,geometric-quadrats
1729,1729,DATASET/A1/c3/r1/images/e2/c3r1e2n31.tif,3,1,2,31,geometric-quadrats
1730,1730,DATASET/A1/c3/r1/images/e2/c3r1e2n32.tif,3,1,2,32,geometric-quadrats
1731,1731,DATASET/A1/c3/r1/images/e2/c3r1e2n33.tif,3,1,2,33,geometric-quadrats
1732,1732,DATASET/A1/c3/r1/images/e2/c3r1e2n34.tif,3,1,2,34,geometric-quadrats
1733,1733,DATASET/A1/c3/r1/images/e2/c3r1e2n35.tif,3,1,2,35,geometric-quadrats
1734,1734,DATASET/A1/c3/r1/images/e2/c3r1e2n36.tif,3,1,2,36,geometric-quadrats
1735,1735,DATASET/A1/c3/r1/images/e2/c3r1e2n37.tif,3,1,2,37,geometric-quadrats
1736,1736,DATASET/A1/c3/r1/images/e2/c3r1e2n38.tif,3,1,2,38,geometric-quadrats
1737,1737,DATASET/A1/c3/r1/images/e2/c3r1e2n39.tif,3,1,2,39,geometric-quadrats
1738,1738,DATASET/A1/c3/r1/images/e2/c3r1e2n40.tif,3,1,2,40,geometric-quadrats
1739,1739,DATASET/A1/c3/r1/images/e2/c3r1e2n41.tif,3,1,2,41,geometric-quadrats
1740,1740,DATASET/A1/c3/r1/images/e2/c3r1e2n42.tif,3,1,2,42,geometric-quadrats
1741,1741,DATASET/A1/c3/r1/images/e2/c3r1e2n43.tif,3,1,2,43,geometric-quadrats
1742,1742,DATASET/A1/c3/r1/images/e2/c3r1e2n44.tif,3,1,2,44,geometric-quadrats
1743,1743,DATASET/A1/c3/r1/images/e2/c3r1e2n45.tif,3,1,2,45,geometric-quadrats
1744,1744,DATASET/A1/c3/r1/images/e2/c3r1e2n46.tif,3,1,2,46,geometric-quadrats
1745,1745,DATASET/A1/c3/r1/images/e2/c3r1e2n47.tif,3,1,2,47,geometric-quadrats
1746,1746,DATASET/A1/c3/r1/images/e2/c3r1e2n48.tif,3,1,2,48,geometric-quadrats
1747,1747,DATASET/A1/c3/r1/images/e2/c3r1e2n49.tif,3,1,2,49,geometric-quadrats
1748,1748,DATASET/A1/c3/r1/images/e2/c3r1e2n50.tif,3,1,2,50,geometric-quadrats
1749,1749,DATASET/A1/c3/r1/images/e3/c3r1e3n1.tif,3,1,3,1,geometric-quadrats
1750,1750,DATASET/A1/c3/r1/images/e3/c3r1e3n2.tif,3,1,3,2,geometric-quadrats
1751,1751,DATASET/A1/c3/r1/images/e3/c3r1e3n3.tif,3,1,3,3,geometric-quadrats
1752,1752,DATASET/A1/c3/r1/images/e3/c3r1e3n4.tif,3,1,3,4,geometric-quadrats
1753,1753,DATASET/A1/c3/r1/images/e3/c3r1e3n5.tif,3,1,3,5,geometric-quadrats
1754,1754,DATASET/A1/c3/r1/images/e3/c3r1e3n6.tif,3,1,3,6,geometric-quadrats
1755,1755,DATASET/A1/c3/r1/images/e3/c3r1e3n7.tif,3,1,3,7,geometric-quadrats
1756,1756,DATASET/A1/c3/r1/images/e3/c3r1e3n8.tif,3,1,3,8,geometric-quadrats
1757,1757,DATASET/A1/c3/r1/images/e3/c3r1e3n9.tif,3,1,3,9,geometric-quadrats
1758,1758,DATASET/A1/c3/r1/images/e3/c3r1e3n10.tif,3,1,3,10,geometric-quadrats
1759,1759,DATASET/A1/c3/r1/images/e3/c3r1e3n11.tif,3,1,3,11,geometric-quadrats
1760,1760,DATASET/A1/c3/r1/images/e3/c3r1e3n12.tif,3,1,3,12,geometric-quadrats
1761,1761,DATASET/A1/c3/r1/images/e3/c3r1e3n13.tif,3,1,3,13,geometric-quadrats
1762,1762,DATASET/A1/c3/r1/images/e3/c3r1e3n14.tif,3,1,3,14,geometric-quadrats
1763,1763,DATASET/A1/c3/r1/images/e3/c3r1e3n15.tif,3,1,3,15,geometric-quadrats
1764,1764,DATASET/A1/c3/r1/images/e3/c3r1e3n16.tif,3,1,3,16,geometric-quadrats
1765,1765,DATASET/A1/c3/r1/images/e3/c3r1e3n17.tif,3,1,3,17,geometric-quadrats
1766,1766,DATASET/A1/c3/r1/images/e3/c3r1e3n18.tif,3,1,3,18,geometric-quadrats
1767,1767,DATASET/A1/c3/r1/images/e3/c3r1e3n19.tif,3,1,3,19,geometric-quadrats
1768,1768,DATASET/A1/c3/r1/images/e3/c3r1e3n20.tif,3,1,3,20,geometric-quadrats
1769,1769,DATASET/A1/c3/r1/images/e3/c3r1e3n21.tif,3,1,3,21,geometric-quadrats
1770,1770,DATASET/A1/c3/r1/images/e3/c3r1e3n22.tif,3,1,3,22,geometric-quadrats
1771,1771,DATASET/A1/c3/r1/images/e3/c3r1e3n23.tif,3,1,3,23,geometric-quadrats
1772,1772,DATASET/A1/c3/r1/images/e3/c3r1e3n24.tif,3,1,3,24,geometric-quadrats
1773,1773,DATASET/A1/c3/r1/images/e3/c3r1e3n25.tif,3,1,3,25,geometric-quadrats
1774,1774,DATASET/A1/c3/r1/images/e3/c3r1e3n26.tif,3,1,3,26,geometric-quadrats
1775,1775,DATASET/A1/c3/r1/images/e3/c3r1e3n27.tif,3,1,3,27,geometric-quadrats
1776,1776,DATASET/A1/c3/r1/images/e3/c3r1e3n28.tif,3,1,3,28,geometric-quadrats
1777,1777,DATASET/A1/c3/r1/images/e3/c3r1e3n29.tif,3,1,3,29,geometric-quadrats
1778,1778,DATASET/A1/c3/r1/images/e3/c3r1e3n30.tif,3,1,3,30,geometric-quadrats
1779,1779,DATASET/A1/c3/r1/images/e3/c3r1e3n31.tif,3,1,3,31,geometric-quadrats
1780,1780,DATASET/A1/c3/r1/images/e3/c3r1e3n32.tif,3,1,3,32,geometric-quadrats
1781,1781,DATASET/A1/c3/r1/images/e3/c3r1e3n33.tif,3,1,3,33,geometric-quadrats
1782,1782,DATASET/A1/c3/r1/images/e3/c3r1e3n34.tif,3,1,3,34,geometric-quadrats
1783,1783,DATASET/A1/c3/r1/images/e3/c3r1e3n35.tif,3,1,3,35,geometric-quadrats
1784,1784,DATASET/A1/c3/r1/images/e3/c3r1e3n36.tif,3,1,3,36,geometric-quadrats
1785,1785,DATASET/A1/c3/r1/images/e3/c3r1e3n37.tif,3,1,3,37,geometric-quadrats
1786,1786,DATASET/A1/c3/r1/images/e3/c3r1e3n38.tif,3,1,3,38,geometric-quadrats
1787,1787,DATASET/A1/c3/r1/images/e3/c3r1e3n39.tif,3,1,3,39,geometric-quadrats
1788,1788,DATASET/A1/c3/r1/images/e3/c3r1e3n40.tif,3,1,3,40,geometric-quadrats
1789,1789,DATASET/A1/c3/r1/images/e3/c3r1e3n41.tif,3,1,3,41,geometric-quadrats
1790,1790,DATASET/A1/c3/r1/images/e3/c3r1e3n42.tif,3,1,3,42,geometric-quadrats
1791,1791,DATASET/A1/c3/r1/images/e3/c3r1e3n43.tif,3,1,3,43,geometric-quadrats
1792,1792,DATASET/A1/c3/r1/images/e3/c3r1e3n44.tif,3,1,3,44,geometric-quadrats
1793,1793,DATASET/A1/c3/r1/images/e3/c3r1e3n45.tif,3,1,3,45,geometric-quadrats
1794,1794,DATASET/A1/c3/r1/images/e3/c3r1e3n46.tif,3,1,3,46,geometric-quadrats
1795,1795,DATASET/A1/c3/r1/images/e3/c3r1e3n47.tif,3,1,3,47,geometric-quadrats
1796,1796,DATASET/A1/c3/r1/images/e3/c3r1e3n48.tif,3,1,3,48,geometric-quadrats
1797,1797,DATASET/A1/c3/r1/images/e3/c3r1e3n49.tif,3,1,3,49,geometric-quadrats
1798,1798,DATASET/A1/c3/r1/images/e3/c3r1e3n50.tif,3,1,3,50,geometric-quadrats
1799,1799,DATASET/A1/c3/r1/images/e4/c3r1e4n1.tif,3,1,4,1,geometric-quadrats
1800,1800,DATASET/A1/c3/r1/images/e4/c3r1e4n2.tif,3,1,4,2,geometric-quadrats
1801,1801,DATASET/A1/c3/r1/images/e4/c3r1e4n3.tif,3,1,4,3,geometric-quadrats
1802,1802,DATASET/A1/c3/r1/images/e4/c3r1e4n4.tif,3,1,4,4,geometric-quadrats
1803,1803,DATASET/A1/c3/r1/images/e4/c3r1e4n5.tif,3,1,4,5,geometric-quadrats
1804,1804,DATASET/A1/c3/r1/images/e4/c3r1e4n6.tif,3,1,4,6,geometric-quadrats
1805,1805,DATASET/A1/c3/r1/images/e4/c3r1e4n7.tif,3,1,4,7,geometric-quadrats
1806,1806,DATASET/A1/c3/r1/images/e4/c3r1e4n8.tif,3,1,4,8,geometric-quadrats
1807,1807,DATASET/A1/c3/r1/images/e4/c3r1e4n9.tif,3,1,4,9,geometric-quadrats
1808,1808,DATASET/A1/c3/r1/images/e4/c3r1e4n10.tif,3,1,4,10,geometric-quadrats
1809,1809,DATASET/A1/c3/r1/images/e4/c3r1e4n11.tif,3,1,4,11,geometric-quadrats
1810,1810,DATASET/A1/c3/r1/images/e4/c3r1e4n12.tif,3,1,4,12,geometric-quadrats
1811,1811,DATASET/A1/c3/r1/images/e4/c3r1e4n13.tif,3,1,4,13,geometric-quadrats
1812,1812,DATASET/A1/c3/r1/images/e4/c3r1e4n14.tif,3,1,4,14,geometric-quadrats
1813,1813,DATASET/A1/c3/r1/images/e4/c3r1e4n15.tif,3,1,4,15,geometric-quadrats
1814,1814,DATASET/A1/c3/r1/images/e4/c3r1e4n16.tif,3,1,4,16,geometric-quadrats
1815,1815,DATASET/A1/c3/r1/images/e4/c3r1e4n17.tif,3,1,4,17,geometric-quadrats
1816,1816,DATASET/A1/c3/r1/images/e4/c3r1e4n18.tif,3,1,4,18,geometric-quadrats
1817,1817,DATASET/A1/c3/r1/images/e4/c3r1e4n19.tif,3,1,4,19,geometric-quadrats
1818,1818,DATASET/A1/c3/r1/images/e4/c3r1e4n20.tif,3,1,4,20,geometric-quadrats
1819,1819,DATASET/A1/c3/r1/images/e4/c3r1e4n21.tif,3,1,4,21,geometric-quadrats
1820,1820,DATASET/A1/c3/r1/images/e4/c3r1e4n22.tif,3,1,4,22,geometric-quadrats
1821,1821,DATASET/A1/c3/r1/images/e4/c3r1e4n23.tif,3,1,4,23,geometric-quadrats
1822,1822,DATASET/A1/c3/r1/images/e4/c3r1e4n24.tif,3,1,4,24,geometric-quadrats
1823,1823,DATASET/A1/c3/r1/images/e4/c3r1e4n25.tif,3,1,4,25,geometric-quadrats
1824,1824,DATASET/A1/c3/r1/images/e4/c3r1e4n26.tif,3,1,4,26,geometric-quadrats
1825,1825,DATASET/A1/c3/r1/images/e4/c3r1e4n27.tif,3,1,4,27,geometric-quadrats
1826,1826,DATASET/A1/c3/r1/images/e4/c3r1e4n28.tif,3,1,4,28,geometric-quadrats
1827,1827,DATASET/A1/c3/r1/images/e4/c3r1e4n29.tif,3,1,4,29,geometric-quadrats
1828,1828,DATASET/A1/c3/r1/images/e4/c3r1e4n30.tif,3,1,4,30,geometric-quadrats
1829,1829,DATASET/A1/c3/r1/images/e4/c3r1e4n31.tif,3,1,4,31,geometric-quadrats
1830,1830,DATASET/A1/c3/r1/images/e4/c3r1e4n32.tif,3,1,4,32,geometric-quadrats
1831,1831,DATASET/A1/c3/r1/images/e4/c3r1e4n33.tif,3,1,4,33,geometric-quadrats
1832,1832,DATASET/A1/c3/r1/images/e4/c3r1e4n34.tif,3,1,4,34,geometric-quadrats
1833,1833,DATASET/A1/c3/r1/images/e4/c3r1e4n35.tif,3,1,4,35,geometric-quadrats
1834,1834,DATASET/A1/c3/r1/images/e4/c3r1e4n36.tif,3,1,4,36,geometric-quadrats
1835,1835,DATASET/A1/c3/r1/images/e4/c3r1e4n37.tif,3,1,4,37,geometric-quadrats
1836,1836,DATASET/A1/c3/r1/images/e4/c3r1e4n38.tif,3,1,4,38,geometric-quadrats
1837,1837,DATASET/A1/c3/r1/images/e4/c3r1e4n39.tif,3,1,4,39,geometric-quadrats
1838,1838,DATASET/A1/c3/r1/images/e4/c3r1e4n40.tif,3,1,4,40,geometric-quadrats
1839,1839,DATASET/A1/c3/r1/images/e4/c3r1e4n41.tif,3,1,4,41,geometric-quadrats
1840,1840,DATASET/A1/c3/r1/images/e4/c3r1e4n42.tif,3,1,4,42,geometric-quadrats
1841,1841,DATASET/A1/c3/r1/images/e4/c3r1e4n43.tif,3,1,4,43,geometric-quadrats
1842,1842,DATASET/A1/c3/r1/images/e4/c3r1e4n44.tif,3,1,4,44,geometric-quadrats
1843,1843,DATASET/A1/c3/r1/images/e4/c3r1e4n45.tif,3,1,4,45,geometric-quadrats
1844,1844,DATASET/A1/c3/r1/images/e4/c3r1e4n46.tif,3,1,4,46,geometric-quadrats
1845,1845,DATASET/A1/c3/r1/images/e4/c3r1e4n47.tif,3,1,4,47,geometric-quadrats
1846,1846,DATASET/A1/c3/r1/images/e4/c3r1e4n48.tif,3,1,4,48,geometric-quadrats
1847,1847,DATASET/A1/c3/r1/images/e4/c3r1e4n49.tif,3,1,4,49,geometric-quadrats
1848,1848,DATASET/A1/c3/r1/images/e4/c3r1e4n50.tif,3,1,4,50,geometric-quadrats
1849,1849,DATASET/A1/c3/r1/images/e5/c3r1e5n1.tif,3,1,5,1,geometric-quadrats
1850,1850,DATASET/A1/c3/r1/images/e5/c3r1e5n2.tif,3,1,5,2,geometric-quadrats
1851,1851,DATASET/A1/c3/r1/images/e5/c3r1e5n3.tif,3,1,5,3,geometric-quadrats
1852,1852,DATASET/A1/c3/r1/images/e5/c3r1e5n4.tif,3,1,5,4,geometric-quadrats
1853,1853,DATASET/A1/c3/r1/images/e5/c3r1e5n5.tif,3,1,5,5,geometric-quadrats
1854,1854,DATASET/A1/c3/r1/images/e5/c3r1e5n6.tif,3,1,5,6,geometric-quadrats
1855,1855,DATASET/A1/c3/r1/images/e5/c3r1e5n7.tif,3,1,5,7,geometric-quadrats
1856,1856,DATASET/A1/c3/r1/images/e5/c3r1e5n8.tif,3,1,5,8,geometric-quadrats
1857,1857,DATASET/A1/c3/r1/images/e5/c3r1e5n9.tif,3,1,5,9,geometric-quadrats
1858,1858,DATASET/A1/c3/r1/images/e5/c3r1e5n10.tif,3,1,5,10,geometric-quadrats
1859,1859,DATASET/A1/c3/r1/images/e5/c3r1e5n11.tif,3,1,5,11,geometric-quadrats
1860,1860,DATASET/A1/c3/r1/images/e5/c3r1e5n12.tif,3,1,5,12,geometric-quadrats
1861,1861,DATASET/A1/c3/r1/images/e5/c3r1e5n13.tif,3,1,5,13,geometric-quadrats
1862,1862,DATASET/A1/c3/r1/images/e5/c3r1e5n14.tif,3,1,5,14,geometric-quadrats
1863,1863,DATASET/A1/c3/r1/images/e5/c3r1e5n15.tif,3,1,5,15,geometric-quadrats
1864,1864,DATASET/A1/c3/r1/images/e5/c3r1e5n16.tif,3,1,5,16,geometric-quadrats
1865,1865,DATASET/A1/c3/r1/images/e5/c3r1e5n17.tif,3,1,5,17,geometric-quadrats
1866,1866,DATASET/A1/c3/r1/images/e5/c3r1e5n18.tif,3,1,5,18,geometric-quadrats
1867,1867,DATASET/A1/c3/r1/images/e5/c3r1e5n19.tif,3,1,5,19,geometric-quadrats
1868,1868,DATASET/A1/c3/r1/images/e5/c3r1e5n20.tif,3,1,5,20,geometric-quadrats
1869,1869,DATASET/A1/c3/r1/images/e5/c3r1e5n21.tif,3,1,5,21,geometric-quadrats
